"","SMILES","InChI","EndPt","ReadyBiodeg","MaxEStateIndex","MinEStateIndex","MaxAbsEStateIndex","MinAbsEStateIndex","qed","MolWt","HeavyAtomMolWt","ExactMolWt","NumValenceElectrons","NumRadicalElectrons","MaxPartialCharge","MinPartialCharge","MaxAbsPartialCharge","MinAbsPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","HallKierAlpha","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","HeavyAtomCount","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","MolMR","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_COO2","fr_C_O","fr_C_O_noCOO","fr_C_S","fr_HOCCN","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_Nhpyrrole","fr_SH","fr_aldehyde","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_azide","fr_azo","fr_barbitur","fr_benzene","fr_benzodiazepine","fr_bicyclic","fr_diazo","fr_dihydropyridine","fr_epoxide","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_hdrzine","fr_hdrzone","fr_imidazole","fr_imide","fr_isocyan","fr_isothiocyan","fr_ketone","fr_ketone_Topliss","fr_lactam","fr_lactone","fr_methoxy","fr_morpholine","fr_nitrile","fr_nitro","fr_nitro_arom","fr_nitro_arom_nonortho","fr_nitroso","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_phenol_noOrthoHbond","fr_phos_acid","fr_phos_ester","fr_piperdine","fr_piperzine","fr_priamide","fr_prisulfonamd","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_term_acetylene","fr_tetrazole","fr_thiazole","fr_thiocyan","fr_thiophene","fr_unbrch_alkane","fr_urea"
"308","CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F","ZEWQUBUPAILYHI-UHFFFAOYSA-N","NRB",0,13.2713816245167,-4.33119115659404,13.2713816245167,0.587686268824436,0.709478258096045,407.505,383.313,407.164303428,150,0,0.41598698505793,-0.339581092498704,0.41598698505793,0.339581092498704,0.892857142857143,1.60714285714286,2.35714285714286,1.54960011537474,831.885787236168,19.7254038713152,15.8749818486246,16.6914784295524,13.4148348036119,9.58237292798086,10.3988695089086,7.40015778367669,8.48393474016351,5.40498640692748,6.53525478576141,3.77044536173015,4.84655218309289,-1.7,2413649.14396115,19.6092755885334,7.96814586455739,4.16199281317731,167.660531292826,14.6997291925514,0,0,0,0,6.17629851744347,0,0,13.1712451430245,0,23.8946190863143,50.3450853538238,42.5147489805984,16.9382240410641,13.1712451430245,23.1366574987582,0,9.79981946170096,0,22.388087091405,51.2161201490031,48.0280209709283,0,0,4.89990973085048,24.5460176923916,0,11.7618849493911,56.1160298798536,6.17629851744347,0,11.984273114623,52.2555364302668,0,0,0,9.72,11.7397500091405,13.1712451430245,0,0,12.2321426805961,54.622956878208,12.1327341369232,17.8282520178527,24.2654682738464,21.7474011752286,0,0,1.54238946510907,0,0,0,0,0,0,39.8141448735501,26.5601323280074,0.428571428571429,28,0,3,0,2,2,2,0,2,4,0,7,4,0,1,1,4,4.9456,107.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","O=c1c2ccc3c4c2c(c2c1cccc2)[nH]c1c4c2c([nH]3)c3ccccc3c(=O)c2cc1","UNZUOEVFZAPITC-UHFFFAOYSA-N","NRB",0,13.3654683347423,0.0355530546827447,13.3654683347423,0.0355530546827447,0.362910685173844,410.432,396.32,410.105527688,148,0,0.193909574364295,-0.353960707954853,0.353960707954853,0.193909574364295,0.4375,0.84375,1.28125,1.87494708116661,2127.94223010914,21.1370992436457,16.7446998112032,16.7446998112032,15.7203466906123,10.634316033889,10.634316033889,8.5707830594752,8.5707830594752,7.05132871424755,7.05132871424755,5.71754536793262,5.71754536793262,-4.44,66726509.7840991,16.2775068587106,5.23730901458961,1.68836092450381,178.253147808455,9.96795704189442,0,10.8575807838011,0,0,0,9.58907436814364,0,0,0,48.5309365476929,24.2654682738464,64.5604951021606,10.6982529575127,0,54.1231951509509,0,9.96795704189442,0,0,0,114.378612882206,0,0,10.8575807838011,0,0,0,9.96795704189442,0,21.1355529087224,0,82.385479189683,0,54.1231951509509,0,65.72,0,9.58907436814364,0,10.8575807838011,21.5448968578592,53.7138512018141,0,0,72.7964048215393,9.96795704189442,0,0,0,0,0,0,0,0,0,0,69.6666666666667,0,32,2,4,2,2,4,4,0,4,2,2,4,0,0,0,0,8,5.15436,128.1854,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","C=C[C@@](CC[C@H]1[C@](C)(O)CC[C@@H]2[C@]1(C)CCCC2(C)C)(O)C","XVULBTBTFGYVRC-HHUCQEJWSA-N","NRB",0,11.0706358654573,-0.829793202003023,11.0706358654573,0.181299603174603,0.739205340145374,308.506,272.218,308.271530392,128,0,0.0796715125761928,-0.389871757742516,0.389871757742516,0.0796715125761928,1.18181818181818,1.81818181818182,2.40909090909091,2.27925443524919,421.423181303262,16.8115547878716,15.2833322480612,15.2833322480612,9.9460708534599,9.02954770223871,9.02954770223871,9.4489449251629,9.4489449251629,7.14073509877827,7.14073509877827,5.80398300703051,5.80398300703051,-0.34,38545.1316713582,18.0052549644034,5.63036711341576,3.14425183758111,136.560353366514,10.2130547896814,0,0,0,0,0,0,0,0,6.5789356835985,33.2680533288318,75.0381971680536,0,11.2021016219674,10.2130547896814,0,0,0,22.6657930311163,90.7665389809026,0,12.6549557904324,0,0,0,0,0,0,21.4151564116488,0,22.6657930311163,79.5644373589352,12.6549557904324,0,0,0,40.46,11.2021016219674,10.2130547896814,0,11.3328965155582,17.7537181384842,19.262464868778,19.262464868778,6.07602010683388,13.8474743993812,27.3501472826704,0,0,0,0,0,0,0,0,0,0,45.1666666666667,0.9,22,2,2,2,0,2,0,0,0,2,2,2,4,2,0,2,2,4.6972,92.6316000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","N/C(=N\CCCCCC/N=C(/N=C(Nc1ccc(cc1)Cl)N)\N)/N=C(Nc1ccc(cc1)Cl)N","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","NRB",0,5.84851593520355,0.124071402037418,5.84851593520355,0.124071402037418,0.172866227242018,505.458,475.218,504.20319632,182,0,0.218054282282621,-0.369288636562995,0.369288636562995,0.218054282282621,0.588235294117647,0.941176470588235,1.29411764705882,1.6055010522561,931.485720585943,24.760937777248,18.7156272454131,20.22748513745,16.3125708434873,10.6494957400139,11.4054246860323,7.15192637288776,8.02479793383173,4.31709183615419,4.82104446683317,2.70001624661244,2.95199256195193,-3.5,23218432.962047,26.7499370118418,14.6083676268861,11.3902100673801,208.785028021998,33.5682471166614,0,0,23.8382182749753,0,0,9.98480946527134,0,9.98480946527134,0,36.0435230263171,61.3725797935449,34.5095519886749,0,0,58.4148706048075,0,0,42.9042888391914,25.683286491704,23.7230900198378,58.5762031751755,0,0,33.5682471166614,11.3747725493671,0,23.201879780465,36.9277310868005,0,0,25.683286491704,68.5005554782356,10.0452666274827,0,0,177.58,0,0,0,23.8382182749753,23.1347794393078,37.0580590410712,0,48.5309365476929,0,30.6031961385553,46.1365496891138,0,11.6970318704071,0,0,0,0,0,0,0,67.8585236851485,0.272727272727273,34,10,10,0,0,0,2,0,2,2,6,12,9,0,0,0,2,3.3366,144.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"312","CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2","WIKYUJGCLQQFNW-UHFFFAOYSA-N","NRB",0,6.28969506896116,0.808147064508898,6.28969506896116,0.808147064508898,0.775124662295156,373.953,349.761,373.137946448,132,0,0.0567300311630783,-0.339550847182638,0.339550847182638,0.0567300311630783,0.92,1.68,2.52,1.49323564466438,743.471166761518,17.2254038713152,14.6190529026062,16.1914784295524,12.2035099382067,8.95440845497163,10.1488695089086,6.83194147027523,8.35215420723404,5.03970600598533,6.40507148760699,3.56726839245058,4.80971876885462,-1.2,758919.74001341,17.2257072844732,7.58340471991266,3.82238204476409,159.102249196532,14.6997291925514,0,0,0,0,0,0,0,0,0,35.4955589765469,50.3450853538238,47.5373822943397,11.3747725493671,0,34.7375973889908,0,9.79981946170096,0,16.2117885739616,51.2161201490031,47.4872027929726,0,0,4.89990973085048,11.3747725493671,0,23.3628248396236,56.1160298798536,0,0,6.42082162292601,52.2555364302668,5.02263331374133,0,0,9.72,0,0,0,0,0,24.5329677484925,47.344765124053,0,17.8282520178527,58.1456035859983,11.6009398902325,0,8.13016024583642,0,0,0,0,0,0,0,38.6476175319413,0.4,25,0,3,0,2,2,2,0,2,4,0,5,4,0,1,1,4,4.5802,107.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H]([C@@H]([C@H]1Cl)Cl)Cl","JLYXXMFPNIAWKQ-GNIYUCBRSA-N","NRB",0,5.88117283950617,-0.436728395061729,5.88117283950617,0.436728395061728,0.597603942176168,290.832,284.784,287.860066272,72,0,0.069266908505919,-0.1196637872635,0.1196637872635,0.069266908505919,0.333333333333333,0.416666666666667,0.5,2.76025207562521,103.587975038942,9.46410161513776,5.73188845319312,10.2674621293038,5.46410161513775,3.30930734141596,5.92792202424786,2.66655843041616,5.69027421448998,1.82525251332492,5.85670992092715,1.05381002990719,3.38137304941284,1.74,416.314364797151,11.8127802037846,4.50620894321211,2.04389967452905,101.377727807573,0,0,0,0,0,0,0,0,0,69.6056393413951,0,0,0,32.2625272092344,0,69.6056393413951,0,0,0,32.2625272092344,0,0,0,0,0,0,0,69.6056393413951,32.2625272092344,0,0,0,0,0,0,0,0,32.2625272092344,0,0,0,0,0,0,0,0,0,69.6056393413951,0,35.287037037037,0,0,0,0,0,0,0,-2.62037037037037,1,12,0,0,1,0,1,0,0,0,0,0,6,0,1,0,1,1,3.6444,57.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","C[Si]1(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C","HMMGMWAXVFQUOA-UHFFFAOYSA-N","NRB",0,6.16013888888889,-2.11072530864198,6.16013888888889,2.07251543209877,0.644194876561869,296.62,272.428,296.075165368,96,0,0.313636411188563,-0.415872016324529,0.415872016324529,0.313636411188563,0.375,0.5,0.625,2.97706074531819,205.211875635226,12.8284271247462,11.6329931618555,15.6329931618555,6.82842712474619,5.63299316185545,16.8989794855664,6.0075679475081,20.4721935853075,1.96632649518879,17.6969384566991,2.45103454359943,23.5593108923949,0.707532467532467,874.663143953969,14.76738571049,4.12283418408058,4.52688678088267,103.252772805879,16.4605883937538,0,0,0,0,34.2436568194638,0,0,0,0,0,52.3760908294487,0,0,16.4605883937538,34.2436568194638,0,0,0,52.3760908294487,0,0,0,0,0,0,0,0,34.2436568194638,16.4605883937538,0,0,0,52.3760908294487,0,0,36.92,34.2436568194638,0,0,0,0,0,0,0,0,52.3760908294487,16.4605883937538,0,0,0,0,0,0,0,0,24.6405555555556,8.13722222222222,1,16,0,4,0,1,1,0,0,0,4,0,8,0,0,1,1,1,2.8736,74.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Brc1cc(c(c(c1O)Br)C)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1C)Br)O","FRPHFZCDPYBUAU-UHFFFAOYSA-N","NRB",0,13.1435915847821,-4.10088553476946,13.1435915847821,0.00432555429579162,0.288983440525785,698.021,683.909,693.729542948,162,0,0.298406165470008,-0.505570435441588,0.505570435441588,0.298406165470008,0.806451612903226,1.25806451612903,1.74193548387097,2.25624389251482,1305.41355686044,22.8779506985813,16.00337986003,23.1638625974166,14.430099215866,8.84344163955115,13.4236830082444,7.10188184754123,11.911293547763,5.40585062495037,9.91955047566534,3.89425829512691,7.54958706401969,-0.91,6756357.74876392,23.2549867240283,7.84536650176071,3.32816725973516,212.641192135595,10.2130547896814,16.3945071420856,5.60105081098369,0,10.1181268590336,0,0,4.18308543264971,8.41779698432894,0,18.1991012053848,118.020157163351,5.563451491697,17.8908780633297,22.8139372066601,73.837902450831,0,0,0,24.3440086858827,0,82.1063379325843,0,11.4990236665678,0,0,11.4990236665678,63.7197755917974,18.6308517740103,19.902263102667,13.8474743993812,27.817257458485,59.1845639496171,0,0,0,83.83,15.7191776700172,18.6308517740103,0,16.3945071420856,45.7081355218146,0,6.06636706846161,44.1793097416893,0,63.7197755917974,4.18308543264971,0,-4.10088553476946,0,0,0,0,0,0,33.8281677794575,35.4041985544218,0.142857142857143,31,2,5,0,1,1,3,0,3,5,2,10,2,0,0,0,4,6.77544000000001,131.0824,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O","WCGUUGGRBIKTOS-GPOJBZKASA-N","NRB",0,12.7944292616886,-0.557033779286891,12.7944292616886,0.0301900268575952,0.414108690584698,456.711,408.327,456.360345396,186,0,0.309752763661684,-0.480805443207428,0.480805443207428,0.309752763661684,0.909090909090909,1.60606060606061,2.27272727272727,1.61270075110498,873.767491538075,24.1898699653825,22.2080883964701,22.2080883964701,15.2551608279923,13.8757065198192,13.8757065198192,14.4842859922794,14.4842859922794,13.3946147438793,13.3946147438793,10.8474070882591,10.8474070882591,-0.83,16035584.0227821,23.8906325091118,7.10993562979844,2.75202312256226,201.353803149937,10.2130547896814,0,0,0,0,5.96930528795185,4.79453718407182,0,0,0,60.1152850347375,109.036886714728,0,11.5189568571451,15.0075919737532,5.96930528795185,0,0,56.6644825777908,112.357521391917,0,11.6491246369031,0,0,0,0,0,0,22.2863264653816,4.79453718407182,56.6644825777908,106.253555004168,11.6491246369031,0,0,0,57.53,11.3842957573486,15.0075919737532,0,33.6818343114968,23.6716241846456,44.9457513604821,18.4147477759213,0,0,54.5421805046682,0,0,0,0,0,0,0,0,0,0,66.0833333333333,0.9,33,2,3,5,0,5,0,0,0,2,2,3,1,4,0,4,5,7.08950000000001,132.6116,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","COc1cc(NS(=O)(=O)c2ccc(cc2)C)c2c(c1N)C(=O)c1c(C2=O)cccc1","BXIGAWRFDMDLTL-UHFFFAOYSA-N","NRB",0,13.209796583387,-4.0295680324599,13.209796583387,0.0151509954558295,0.488249507752902,422.462,404.318,422.093642676,152,0,0.261413758264003,-0.494492725962925,0.494492725962925,0.261413758264003,0.9,1.46666666666667,2.03333333333333,1.92708996939867,1312.09971592416,21.6290275541379,16.2229924346794,17.0394890156072,14.2412192877718,9.02694522797684,10.5101084755712,6.91244621417105,8.59484845558057,4.99552445591406,6.37693436484159,3.46417706465379,4.52691856136966,-3.65,5282217.72955323,19.6571402244543,6.99642878338797,3.01571906079121,173.086647038312,10.4705304309622,5.74951183328391,11.5664898927299,0,10.0232911534076,0,14.3111692325957,8.41779698432894,0,0,41.9616539024667,19.0564713366138,17.1932700518556,34.5069565495564,22.7437343062726,32.9645535955046,0,0,0,11.8192206752084,17.5655598828918,82.4145610746395,0,5.74951183328391,15.1926252954143,11.3747725493671,5.74951183328391,0,27.0940844183363,10.0232911534076,6.92373719969062,37.4063318266286,59.4927870916723,0,0,0,115.56,21.5897810461375,18.0068713524726,0,44.2735738249568,0,5.563451491697,37.4416328835856,24.2654682738464,6.92373719969062,4.72209486445209,10.4705304309622,0,-4.0295680324599,0,0,0,0,0,0,25.875200617284,57.404367415176,0.0909090909090909,30,3,7,1,0,1,3,0,3,6,2,8,4,0,0,0,4,3.16202,112.7009,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"318","Oc1ccc2c(c1/N=N/c1ccc(cc1)/N=N\c1ccccc1)cccc2","FHNINJWBTRXEBC-HXEHWPEMSA-N","NRB",0,10.1277317835263,0.102528939766424,10.1277317835263,0.102528939766424,0.382439205505067,352.397,336.269,352.132411132,130,0,0.143255171265206,-0.50559314407923,0.50559314407923,0.143255171265206,0.481481481481481,1.03703703703704,1.74074074074074,1.55432235500549,1120.09132436025,18.4764807268718,14.3963220153442,14.3963220153442,13.2928263356837,8.48811866803136,8.48811866803136,5.90637792920977,5.90637792920977,4.03160453965303,4.03160453965303,2.65254836713256,2.65254836713256,-3.86,2437076.43590216,16.5999745119125,7.57549971227309,3.87511305224048,155.915045504534,5.10652739484071,11.4368981079675,0,0,0,0,0,0,15.3427503768882,5.1142501256294,48.5309365476929,47.8507936936961,5.3862242144648,17.0621588240507,5.10652739484071,33.5219935276638,0,0,20.4570005025176,0,0,90.9955060269242,0,5.74951183328391,0,22.7495450987342,5.74951183328391,0,5.10652739484071,0,0,0,111.452506529442,0,10.7724484289296,0,69.67,0,5.10652739484071,0,5.74951183328391,11.3747725493671,22.1472209782967,0,6.06636706846161,84.9291389584626,20.4570005025176,0,0,0,0,0,0,0,0,0,0,59.6666666666667,0,27,1,5,0,0,0,4,0,4,5,1,5,4,0,0,0,4,7.37620000000001,106.8488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Brc1ccc(cc1)NC(=O)c1cc(Br)cc(c1O)Br","KVSKGMLNBAPGKH-UHFFFAOYSA-N","NRB",0,12.099786824452,-0.373312547241118,12.099786824452,0.085359557403208,0.682461219511321,449.924,441.86,446.810514796,98,0,0.259000266247769,-0.505926506570026,0.505926506570026,0.259000266247769,1,1.63157894736842,2.26315789473684,2.27387494419897,626.530610365178,13.9911993526332,9.45345692012926,14.2114465374734,8.96923425058676,5.22074539592092,7.59974020459298,3.74479642457271,6.43048438133061,2.37489407788461,3.96588560858295,1.47072065020312,2.96029329731981,-0.85,17247.5769660179,14.5568471391856,6.06833446950812,3.58197313732315,134.961700292729,10.423315998847,5.74951183328391,0,0,5.90717972935151,0,4.79453718407182,0,0,0,31.8598877958987,52.328146308719,14.6328253063484,10.0361710075294,9.90106457891253,59.3843976978831,0,0,0,0,5.31678860400633,55.3798124499639,0,5.74951183328391,5.31678860400633,5.68738627468356,5.74951183328391,47.789831693848,11.0137071241922,0,0,10.3579886757688,49.8163609582669,0,0,0,49.33,0,9.90106457891253,0,17.2201430543324,14.6328253063484,4.47271951583241,0,24.2654682738464,12.1327341369232,53.1066202978544,0,0,0,0,0,0,0,0,0,2.09676708028891,35.5207016119503,0,19,2,3,0,0,0,2,0,2,2,2,6,2,0,0,0,2,4.932,85.602,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","COc1cc(OC)c(cc1NC(=O)c1cc2ccccc2cc1O)Cl","XDWATWCCUTYUDE-UHFFFAOYSA-N","NRB",0,12.6115193531116,-0.469642069790879,12.6115193531116,0.10205976526413,0.722588760179795,357.793,341.665,357.076785672,128,0,0.259042262034068,-0.507097991737687,0.507097991737687,0.259042262034068,1,1.64,2.28,1.97420743567884,955.552111910677,17.9743270157587,13.6687250934178,14.4246540394362,12.0284071031027,7.47820939682624,7.85617386983547,5.35766967132704,5.76486979806764,3.83077419528476,4.1261437605018,2.55752831730229,2.79834340996033,-2.92,472319.207279959,16.9210503195329,6.90683138979287,3.31969687237854,149.300962922229,19.8970419064471,17.2485354998517,0,0,5.90717972935151,0,4.79453718407182,0,0,0,35.866408164079,28.9715496343144,6.06636706846161,30.4930661626769,19.3747904865126,33.9679543231972,0,0,0,0,19.5363836865614,59.1170213531312,0,17.2485354998517,14.7905145116064,5.68738627468356,17.2485354998517,11.6009398902325,25.2333022067473,0,0,10.3579886757688,48.5309365476929,5.02263331374133,10.7724484289296,0,67.79,5.90717972935151,9.90106457891253,0,11.3129633249809,22.2090432549927,10.7724484289296,20.2859621510167,18.1991012053848,24.2654682738464,5.31678860400633,21.0746657978326,0,6.1160813578824,0,0,0,0,0,0,0,55.4950297532287,0.105263157894737,25,2,5,0,0,0,3,0,3,4,2,6,4,0,0,0,3,4.4683,98.122,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","Clc1ccc(c(c1)C)NC(=O)c1cc2ccccc2cc1O","PSRNXESQSJEQMN-UHFFFAOYSA-N","NRB",0,12.4116520219199,-0.353078231292517,12.4116520219199,0.0390587119621508,0.716587426003947,311.768,297.656,311.071306368,110,0,0.258946463738845,-0.507097991792887,0.507097991792887,0.258946463738845,1.04545454545455,1.72727272727273,2.40909090909091,1.96112733926604,874.09019678014,15.6898699653825,11.9295787816797,12.6855077276981,10.5417138956582,6.83679785876799,7.21476233177721,5.12987523480401,5.56631101527599,3.5453033066041,3.78040040939184,2.36712664629106,2.59378414280292,-2.52,108110.044409843,14.41864111607,5.69790725722469,2.75916928979727,132.708930348819,10.423315998847,5.74951183328391,0,0,5.90717972935151,0,4.79453718407182,0,0,0,35.866408164079,53.5914724626253,10.7100195884249,5.563451491697,9.90106457891253,33.9679543231972,0,0,0,6.92373719969062,5.31678860400633,70.7468399132898,0,5.74951183328391,5.31678860400633,5.68738627468356,5.74951183328391,11.6009398902325,11.0137071241922,0,6.92373719969062,15.9214401674658,54.5973036161545,5.02263331374133,10.7724484289296,0,49.33,0,9.90106457891253,0,17.2201430543324,10.7100195884249,16.3358999206266,0,30.3318353423081,31.1892054735371,5.31678860400633,11.6009398902325,0,5.90836781454904,0,0,0,0,0,0,0,47.0360766298954,0.0555555555555556,22,2,3,0,0,0,3,0,3,2,2,4,2,0,0,0,3,4.75952,89.755,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
