,SMILES,InChI,EndPt,ReadyBiodeg,dist
150,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N,NRB,0,20.491437066436305
151,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)[N+]([O-])=O,ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,NRB,0,6.685971437120233
152,CCCCOC(=O)C(C)=C,SOGAXMICEFXMKE-UHFFFAOYSA-N,RB,1,1.68749099575378
153,CCCCC1CC(OC)C(O)CC1,QPDWFJFHTLBWOS-UHFFFAOYSA-N,RB,1,4.901997067843188
154,CCCCCCCCCCCCCCCCCCOP1OCC2(COP(OC2)OCCCCCCCCCCCCCCCCCC)CO1,PZRWFKGUFWPFID-UHFFFAOYSA-N,RB,1,12.042914675404392
155,CCCCCCCCC,BKIMMITUMNQMOS-UHFFFAOYSA-N,RB,1,1.0834532824977372
156,NC(CSSCC(N)C(O)=O)C(O)=O,LEVWYRKDKASIDU-UHFFFAOYSA-N,RB,1,7.095951357012397
157,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,VGVRPFIJEJYOFN-UHFFFAOYSA-N,NRB,0,3.5631409113546506
158,Clc1ccccc1NNc2ccccc2Cl,IWKMQNKKYZERHI-UHFFFAOYSA-N,NRB,0,12.99788773570616
159,FC(C(F)F)F,WXGNWUVNYMJENI-UHFFFAOYSA-N,NRB,0,7.069198297702694
160,Oc1cccc2C(=O)c3ccccc3C(=O)c12,BTLXPCBPYBNQNR-UHFFFAOYSA-N,NRB,0,4.7232467787954855
161,CCCCCCCCCCCCC,IIYFAKIEWZDVMP-UHFFFAOYSA-N,RB,1,0.8161949990014938
162,Clc1cc(Cl)cc(Cl)c1,XKEFYDZQGKAQCN-UHFFFAOYSA-N,NRB,0,2.465389008609184
163,CCOc1ccc(N)cc1,IMPPGHMHELILKG-UHFFFAOYSA-N,NRB,0,3.6146149026437917
164,CCC(=O)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,RB,1,1.9963135705521957
165,Oc1ccc(cc1)N=Nc1ccc(c2c1cccc2)N=Nc1ccccc1,FWTBRYBHCBCJEQ-UHFFFAOYSA-N,NRB,0,5.1915520256751755
166,CC(C)C(O)C(C)(C)COC(=O)C(C)C,DAFHKNAQFPVRKR-UHFFFAOYSA-N,RB,1,5.338942603699092
167,ClC=C(Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,NRB,0,3.158000828357148
168,N[C@@H](CCCN=C(N)N)C(O)=O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,RB,1,12.077182239868783
169,COCCOCCOC,SBZXBUIDTXKZTM-UHFFFAOYSA-N,NRB,0,5.699399150988977
170,BrC=CBr,UWTUEMKLYAGTNQ-UHFFFAOYSA-N,NRB,0,3.281994266970924
171,CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,JNRLEMMIVRBKJE-UHFFFAOYSA-N,NRB,0,6.62421088105354
172,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,DQKWXTIYGWPGOO-UHFFFAOYSA-N,RB,1,6.766322057133788
173,O=C1\C(Nc2ccccc12)=C\3Nc4ccccc4C3=O,COHYTHOBJLSHDF-BUHFOSPRSA-N,NRB,0,9.016479337909868
174,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,JEYLQCXBYFQJRO-UHFFFAOYSA-N,RB,1,6.701593060207238
175,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,RB,1,3.4286235392124467
176,N(c1ccccc1)c2cccc3ccccc23,XQVWYOYUZDUNRW-UHFFFAOYSA-N,NRB,0,4.273819178239509
177,OCC#C,TVDSBUOJIPERQY-UHFFFAOYSA-N,RB,1,15.768233112972311
178,CCCCCCCCCCCCCCCCC,NDJKXXJCMXVBJW-UHFFFAOYSA-N,RB,1,0.7873867823753739
179,CC(C)(N)Cc1ccccc1Cl,HXCXASJHZQXCKK-UHFFFAOYSA-N,NRB,0,3.684279568135114
180,Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)S(=O)(=O)O)S(=O)(=O)O,MVWQCFNJWMLYDF-UHFFFAOYSA-N,NRB,0,12.224293682793112
181,Nc1ccc(cc1C#N)[N+](=O)[O-],MGCGMYPNXAFGFA-UHFFFAOYSA-N,NRB,0,5.400475846741869
182,CCOC(=O)c1ccc2c(c1)C(OC2=O)(c1ccc(cc1OCC)N(CC)CC)c1c2ccccc2n(c1C)CC,YKKDHRLYLZJUEY-UHFFFAOYSA-N,NRB,0,11.010041603150825
183,CC(C)(C)NSc1nc2ccccc2s1,IUJLOAKJZQBENM-UHFFFAOYSA-N,NRB,0,8.905704722558157
184,Clc1ccccn1,OKDGRDCXVWSXDC-UHFFFAOYSA-N,NRB,0,3.2532663458708657
185,Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1Br,JSDPCMJWYRDQEV-UHFFFAOYSA-N,NRB,0,4.297794953889658
186,COc1ccc(cc1)C(=O)O,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,RB,1,3.928235415256777
187,CC(C)CN,KDSNLYIMUZNERS-UHFFFAOYSA-N,RB,1,2.135420600666586
188,CCCCCCCC(=O)N(CCO)CCO,FZQAYFWUOCXLKJ-UHFFFAOYSA-N,RB,1,2.5096349622236525
189,Cc1cc(N)ccc1Cl,HIHCTGNZNHSZPP-UHFFFAOYSA-N,NRB,0,2.32120382719257
190,Cc1ccc(O)cc1N(=O)=O,BQEXDUKMTVYBRK-UHFFFAOYSA-N,NRB,0,3.7573243388278192
191,OC(=O)CC(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,RB,1,3.116868881323446
192,COc1ccccc1OCC(O)COC(=O)N,GNXFOGHNGIVQEH-UHFFFAOYSA-N,NRB,0,10.580200709722192
193,CCCCCCCCCCOCCCCCCCCCC,LTSWUFKUZPPYEG-UHFFFAOYSA-N,RB,1,2.7776142403045085
194,CN(CCO)CCO,CRVGTESFCCXCTH-UHFFFAOYSA-N,NRB,0,4.283818399927702
195,NC(CCCNC(=N)N)C(=O)O,ODKSFYDXXFIFQN-UHFFFAOYSA-N,RB,1,11.461291023467801
