,SMILES,InChI,EndPt,ReadyBiodeg,dist
149,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,MQIUGAXCHLFZKX-UHFFFAOYSA-N,RB,1,3.1111015777918674
150,C\1C\C=C\CC\C=C\CC\C=C1,ZOLLIQAKMYWTBR-RYMQXAEESA-N,NRB,0,2.0607650511973876
151,CCc1cccc(c1)c2ccccc2,HUXKTWJQSHBZIV-UHFFFAOYSA-N,RB,1,1.9552804966613264
152,CO[P](=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,UBCKGWBNUIFUST-UHFFFAOYSA-N,NRB,0,6.180824748422538
153,CNC(=O)Oc1cccc(C)c1,VOEYXMAFNDNNED-UHFFFAOYSA-N,NRB,0,2.961543844394164
154,CN(C)C(=O)C,FXHOOIRPVKKKFG-UHFFFAOYSA-N,RB,1,3.5840246872111696
155,CCCOC(=O)C,YKYONYBAUNKHLG-UHFFFAOYSA-N,RB,1,1.2555040033796472
156,C1C2c3ccccc3CCN2Cc2ccccc21,BRLDZKPJJNASGG-UHFFFAOYSA-N,NRB,0,5.976394998831037
157,C[Si]1(C)O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C,HMMGMWAXVFQUOA-UHFFFAOYSA-N,NRB,0,4.661640044257015
158,CCCCCCCCCCCCCCCCCCOP(OCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC,CNUJLMSKURPSHE-UHFFFAOYSA-N,RB,1,6.415051115246559
159,Oc1cc(Cl)cc(Cl)c1,VPOMSPZBQMDLTM-UHFFFAOYSA-N,NRB,0,1.2010515060743538
160,OC(=O)CCCCCCCCCCCCCCCCCCCCC=C,YGTSVJQQDISEHZ-UHFFFAOYSA-N,RB,1,2.2217186402343905
161,CNc1ccccc1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,NRB,0,2.717001828359747
162,CCCCCCCCCC(=O)N(CCO)CCO,BPXGKRUSMCVZAF-UHFFFAOYSA-N,RB,1,2.0321533181537808
163,O=C1OC(=O)c2ccccc12,LGRFSURHDFAFJT-UHFFFAOYSA-N,RB,1,4.873527865499404
164,Cc1cc(C)cc(N)c1,MKARNSWMMBGSHX-UHFFFAOYSA-N,NRB,0,1.549012706077355
165,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,GOJCZVPJCKEBQV-UHFFFAOYSA-N,RB,1,4.367431465391092
166,[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,XITQUSLLOSKDTB-UHFFFAOYSA-N,NRB,0,4.766548453975704
167,CCCC(CCC(CC(C(CCC(CCC(C(CC(Cl)C)Cl)Cl)Cl)Cl)Cl)Cl)Cl,GHPXWFDSOBCWEE-UHFFFAOYSA-N,NRB,0,8.383888807833541
168,CC(C)OC(=O)OOC(C)(C)C,KDGNCLDCOVTOCS-UHFFFAOYSA-N,NRB,0,3.36695720244804
169,Oc1ccc(Cl)c(Cl)c1,WDNBURPWRNALGP-UHFFFAOYSA-N,NRB,0,1.1808677484346666
170,CC(O)(CCO)CCO,AHHQDHCTHYTBSV-UHFFFAOYSA-N,NRB,0,2.501059128247588
171,CCCCCCCCCCCCCO,XFRVVPUIAFSTFO-UHFFFAOYSA-N,RB,1,0.8820996013154728
172,CC(C)(O)C(Cl)(Cl)Cl,OSASVXMJTNOKOY-UHFFFAOYSA-N,NRB,0,3.9226169983227557
173,CC(c1ccc(cc1)Oc1ccc(cc1)N)(c1ccc(cc1)Oc1ccc(cc1)N)C,KMKWGXGSGPYISJ-UHFFFAOYSA-N,NRB,0,8.6786280949759
174,OC=O,BDAGIHXWWSANSR-UHFFFAOYSA-N,RB,1,3.1983451197771084
175,CCN(O)CC,FVCOIAYSJZGECG-UHFFFAOYSA-N,NRB,0,9.681691850081096
176,Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,KGRVJHAUYBGFFP-UHFFFAOYSA-N,NRB,0,3.63665592745793
177,CNc1ccc(c2c1C(=O)c1c(C2=O)cccc1)Nc1cccc(c1)C,GBAJQXFGDKEDBM-UHFFFAOYSA-N,NRB,0,5.750896455019866
178,OC(=O)c1ccccc1I,CJNZAXGUTKBIHP-UHFFFAOYSA-N,NRB,0,2.4398097563967283
179,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,RB,1,1.6501034671261998
180,CCOC(=O)C=CC(=O)OCC,IEPRKVQEAMIZSS-UHFFFAOYSA-N,RB,1,2.527286124293599
181,Clc1ccc(c(c1)NC(=O)c1cc2ccccc2cc1O)C,XZOACPDZZYNJER-UHFFFAOYSA-N,NRB,0,3.810511640417175
182,C=Cc1cc(ccc1)[N+]([O-])=O,SYZVQXIUVGKCBJ-UHFFFAOYSA-N,NRB,0,2.1931476703230657
183,[O-][N+](=O)c1c(O)cccc1O,ZLCPKMIJYMHZMJ-UHFFFAOYSA-N,RB,1,4.457119929251047
184,CCc1ccc(C=C)cc1,WHFHDVDXYKOSKI-UHFFFAOYSA-N,NRB,0,1.6206797060737046
185,Nc1ccc(cc1Cl)[N+](=O)[O-],LOCWBQIWHWIRGN-UHFFFAOYSA-N,NRB,0,3.163045968998098
186,Cc1c(Cl)cccc1Cl,DMEDNTFWIHCBRK-UHFFFAOYSA-N,NRB,0,2.045175687590913
187,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,XKJMBINCVNINCA-UHFFFAOYSA-N,NRB,0,10.899150796439486
188,OC(=O)c1cccc(Cl)c1,LULAYUGMBFYYEX-UHFFFAOYSA-N,RB,1,1.3670297276067378
189,NCCNCCO,LHIJANUOQQMGNT-UHFFFAOYSA-N,NRB,0,3.148995312348301
190,OCC=CCO,ORTVZLZNOYNASJ-UHFFFAOYSA-N,NRB,0,2.0672870386077906
191,Clc1ccc2C(=O)OC(=O)c3ccc(Cl)c1c23,FCSWROAHPQGTNM-UHFFFAOYSA-N,NRB,0,5.82197400012306
192,OC(=O)c1cccc2ccccc12,LNETULKMXZVUST-UHFFFAOYSA-N,NRB,0,2.3919544062531313
193,OCC(O)COCC(O)CO,GPLRAVKSCUXZTP-UHFFFAOYSA-N,NRB,0,3.5532725867356443
194,Cc1cc2ccccc2cc1C,WWGUMAYGTYQSGA-UHFFFAOYSA-N,RB,1,2.362725459762211
195,Cc1ccc(cc1)[S](N)(=O)=O,LMYRWZFENFIFIT-UHFFFAOYSA-N,NRB,0,4.665068990953193
196,CCCCCCCCCCCCN(C)C,YWFWDNVOPHGWMX-UHFFFAOYSA-N,RB,1,2.1610057983387985
197,N#Cc1ccccc1C#N,XQZYPMVTSDWCCE-UHFFFAOYSA-N,NRB,0,2.951940309288745
198,CCCCCCCC\C=C/CCCCCCCCN,QGLWBTPVKHMVHM-KTKRTIGZSA-N,NRB,0,3.410409837772112
199,CC(O)=O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,RB,1,2.469558691072504
